A0,PA0
A1,PA1
A2,PA4
A3,PB0
A4,PC1
A5,PC0
D0,PC5
D1,PC4
D2,PA10
D3,PB3
D4,PB5
D5,PB4
D6,PB10
D7,PA8
D8,PA9
D9,PC7
D10,PB6
D11,PA7
D12,PA6
D13,PA5
D14,PB9
D15,PB8
SW,PC13
I2C_SDA,PB9
I2C_SCL,PB8
LED1,PA5
SPI_MOSI,PA7
SPI_MISO,PA6
SPI_SCK,PA5
SPI_CS,PB6
LPUART1_TX,PA2
LPUART1_RX,PA3
UART1_TX,PC4
UART1_RX,PC5
CN7_1,PC10
CN7_2,PC11
CN7_3,PC12
CN7_4,PD2
CN7_7,PB8
CN7_13,PA13
CN7_15,PA14
CN7_17,PA15
CN7_21,PB7
CN7_23,PC13
CN7_25,PC14
CN7_27,PC15
CN7_28,PA0
CN7_29,PF0
CN7_30,PA1
CN7_31,PF1
CN7_32,PA4
CN7_34,PB0
CN7_35,PC2
CN7_36,PC1
CN7_37,PC3
CN7_38,PC0
CN10_1,PC9
CN10_2,PC8
CN10_3,PB8
CN10_4,PC6
CN10_5,PB9
CN10_6,PC5
CN10_11,PA5
CN10_12,PA12
CN10_13,PA6
CN10_14,PA11
CN10_15,PA7
CN10_16,PB12
CN10_17,PB6
CN10_18,PB11
CN10_19,PC7
CN10_21,PA9
CN10_22,PB2
CN10_23,PA8
CN10_24,PB1
CN10_25,PB10
CN10_26,PB15
CN10_27,PB4
CN10_28,PB14
CN10_29,PB5
CN10_30,PB13
CN10_31,PB3
CN10_33,PA10
CN10_34,PC4
CN10_35,PC4
CN10_37,PC5
PA0,PA0
PA1,PA1
PA2,PA2
PA3,PA3
PA4,PA4
PA5,PA5
PA6,PA6
PA7,PA7
PA8,PA8
PA9,PA9
PA10,PA10
PA11,PA11
PA12,PA12
PA13,PA13
PA14,PA14
PA15,PA15
PB0,PB0
PB1,PB1
PB2,PB2
PB3,PB3
PB4,PB4
PB5,PB5
PB6,PB6
PB7,PB7
PB8,PB8
PB9,PB9
PB10,PB10
PB11,PB11
PB12,PB12
PB13,PB13
PB14,PB14
PB15,PB15
PC0,PC0
PC1,PC1
PC2,PC2
PC3,PC3
PC4,PC4
PC5,PC5
PC6,PC6
PC7,PC7
PC8,PC8
PC9,PC9
PC10,PC10
PC11,PC11
PC12,PC12
PC13,PC13
PC14,PC14
PC15,PC15
PD2,PD2
PF0,PF0
PF1,PF1
