P004,P004
P010,P010
P011,P011
P014,P014
P015,P015
P100,P100
P101,P101
P102,P102
P103,P103
P104,P104
P105,P105
P106,P106
P107,P107
P108,P108
P109,P109
P110,P110
P111,P111
P200,P200
P201,P201
P204,P204
P205,P205
P206,P206
P212,P212
P213,P213
P214,P214
P215,P215
P300,P300
P402,P402
P404,P404
P407,P407
P409,P409
P414,P414
P501,P501
P914,P914
P915,P915
A0,P004
A1,P010
A2,P011
A3,P014
A4,P015
A5,P501
SDA1,P206
SCL1,P205
D13,P102
D12,P100
D11,P101
D10,P104
D9,P107
D8,P106
D7,P915
D6,P914
D5,P407
D4,P409
D3,P105
D2,P111
D1,P213
D0,P212
SWDIO,P108
MD,P201
SWCLK,P300
SW1,P414
LED1,P404
LED2,P204
