L14,PD4
L15,PB14
L33,PJ11
L34,PJ12
L35,PJ13
L36,PJ14
L37,PA8
L40,PF8
L42,PF10
L60,PH8
L61,PH9
L62,PH10
L63,PH11
L64,PH12
L65,PH13
L66,PH14
L67,PH15
L70,PD2
L71,PI1
L72,PF7
L73,PA15
L74,PI4
L75,PI5
L76,PI6
L77,PI7
L80,PJ0
L81,PJ1
L82,PJ2
L83,PJ3
L84,PJ4
L85,PJ5
L86,PJ6
L87,PJ7
L90,PD5
L91,PD6
L92,PD3
L95,PB13
L96,PA11
L97,PA12
AN00,PA1
AN01,PA2
AN02,PA3
AN03,PA6
AN04,PA7
AN05,PB0
AN06,PB1
AN07,PC0
AN08,PC1
AN09,PC2
AN10,PC3
AN11,PC4
UART_CTS,PD3
UART_RTS,PD4
UART_TX,PD5
UART_RX,PD6
CAN_TX,PA11
CAN_RX,PA12
SPI_CS,PI0
SPI_CLK,PI1
SPI_MISO,PI2
SPI_MOSI,PI3
PWM0,PF7
PWM1,PA15
SDA,PH12
SCL,PH11
SPI_FLASH_CS,PE3
LCD1_E,PJ14
LCD1_RS,PA8
LCD1_D0,PH8
LCD1_D1,PH9
LCD1_D2,PH10
LCD1_D3,PH11
LCD1_D4,PH12
LCD1_D5,PH13
LCD1_D6,PH14
LCD1_D7,PH15
-SPI_FLASH_SCK,PG13
-SPI_FLASH_MISO,PG12
-SPI_FLASH_MOSI,PG14
-UART3_TX,PC10
-UART3_RX,PC11
-QSPI_CS,PB6
-QSPI_CLK,PB2
-QSPI_D0,PC9
-QSPI_D1,PD12
-QSPI_D2,PE2
-QSPI_D3,PF6
-SD_CKE,PH2
-SD_CS,PH3
-SD_CLK,PG8
-SD_CAS,PG15
-SD_RAS,PF11
-SD_WE,PH5
-SD_BA0,PG4
-SD_BA1,PG5
-SD_NBL0,PE0
-SD_NBL1,PE1
-SD_A0,PF0
-SD_A1,PF1
-SD_A2,PF2
-SD_A3,PF3
-SD_A4,PF4
-SD_A5,PF5
-SD_A6,PF12
-SD_A7,PF13
-SD_A8,PF14
-SD_A9,PF15
-SD_A10,PG0
-SD_A11,PG1
-SD_A12,PG2
-SD_D0,PD14
-SD_D1,PD15
-SD_D2,PD0
-SD_D3,PD1
-SD_D4,PE7
-SD_D5,PE8
-SD_D6,PE9
-SD_D7,PE10
-SD_D8,PE11
-SD_D9,PE12
-SD_D10,PE13
-SD_D11,PE14
-SD_D12,PE15
-SD_D13,PD8
-SD_D14,PD9
-SD_D15,PD10
-XP_ACLK,PJ11
-XP_DCLK,PJ12
-XP_INE,PJ13
-RTC_OUT,PC13
