,PA0
,PA1
,PA2
,PA3
,PA4
,PA5
,PA7
,PA8
,PA9
,PA10
,PA11
,PA12
,PA13
,PA14
,PA15
,PB0
,PB2
,PB3
,PB4
,PB5
,PB6
,PB7
,PB8
,PB9
,PB10
,PB11
,PB12
,PB13
,PB14
,PB15
,PC1
,PC4
,PC5
,PC6
,PC7
,PC8
,PC9
,PC10
,PC11
,PC12
,PC13
,PC14
,PC15
,PD0
,PD1
,PD2
,PD3
,PD4
,PD5
,PD6
,PD7
,PD8
,PD9
,PD10
,PD11
,PD12
,PD13
,PD14
,PE0
,PE1
,PE2
,PE3
,PE4
,PE5
,PE6
,PE7
,PE8
,PE10
,PE12
,PE15
,PF0
,PF1
,PF2
,PF4
,PF5
,PF6
,PF7
,PF8
,PF9
,PF10
,PF12
,PF13
,PF14
,PF15
,PG0
,PG1
,PG2
,PG3
,PG4
,PG5
,PG6
,PG7
,PG8
,PG9
,PG10
,PG11
,PG13
,PG15
A0,PA6
A1,PC0
A2,PC3
A3,PB1
A4,PC2
A5,PF11
D2,PG14
D3,PE13
D4,PE14
D5,PE11
D6,PE9
D7,PG12
D8,PF3
D9,PD15
UART1_TX,PB6
UART1_RX,PB7
UART3_TX,PD8
UART3_RX,PD9
LED_GREEN,PB0
LED_ORANGE,PF4
LED_RED,PG4
SW,PC13
I2C1_SDA,PB9
I2C1_SCL,PB8
I2C2_SDA,PF1
I2C2_SCL,PF0
USB_DM,PA11
USB_DP,PA12
SPI_A_CS,PD14
SPI_A_SCK,PA5
SPI_A_MOSI,PB5
SPI_A_MISO,PG9
