# This was auto-generated by make-af.csv.py
Port ,Pin ,AF0        ,AF1              ,AF2     ,AF3       ,AF4      ,AF5                  ,AF6                ,AF7               ,AF8      ,AF9     ,AF10           ,AF11,AF12    ,AF13,AF14,AF15,ADC
,    ,RCC/RTC/SYS,TIM1/2           ,TIM3/4/5,TIM9/10/11,I2C1/2/3 ,I2S1/2/3/4/SPI1/2/3/4,I2S2/3/4/5/SPI3/4/5,I2S3/SPI3/USART1/2,USART6   ,I2C2/3  ,USB            ,    ,SDIO    ,    ,    ,    ,ADC
PortA,PA0 ,           ,TIM2_CH1/TIM2_ETR,TIM5_CH1,          ,         ,                     ,                   ,USART2_CTS        ,         ,        ,               ,    ,        ,    ,    ,    ,ADC1_IN0
PortA,PA1 ,           ,TIM2_CH2         ,TIM5_CH2,          ,         ,I2S4_SD/SPI4_MOSI    ,                   ,USART2_RTS        ,         ,        ,               ,    ,        ,    ,    ,    ,ADC1_IN1
PortA,PA2 ,           ,TIM2_CH3         ,TIM5_CH3,TIM9_CH1  ,         ,I2S1_CKIN            ,                   ,USART2_TX         ,         ,        ,               ,    ,        ,    ,    ,    ,ADC1_IN2
PortA,PA3 ,           ,TIM2_CH4         ,TIM5_CH4,TIM9_CH2  ,         ,I2S2_MCK             ,                   ,USART2_RX         ,         ,        ,               ,    ,        ,    ,    ,    ,ADC1_IN3
PortA,PA4 ,           ,                 ,        ,          ,         ,I2S1_WS/SPI1_NSS     ,I2S3_WS/SPI3_NSS   ,USART2_CK         ,         ,        ,               ,    ,        ,    ,    ,    ,ADC1_IN4
PortA,PA5 ,           ,TIM2_CH1/TIM2_ETR,        ,          ,         ,I2S1_CK/SPI1_SCK     ,                   ,                  ,         ,        ,               ,    ,        ,    ,    ,    ,ADC1_IN5
PortA,PA6 ,           ,TIM1_BKIN        ,TIM3_CH1,          ,         ,SPI1_MISO            ,I2S2_MCK           ,                  ,         ,        ,               ,    ,SDIO_CMD,    ,    ,    ,ADC1_IN6
PortA,PA7 ,           ,TIM1_CH1N        ,TIM3_CH2,          ,         ,I2S1_SD/SPI1_MOSI    ,                   ,                  ,         ,        ,               ,    ,        ,    ,    ,    ,ADC1_IN7
PortA,PA8 ,RCC_MCO_1  ,TIM1_CH1         ,        ,          ,I2C3_SCL ,                     ,                   ,USART1_CK         ,         ,        ,USB_OTG_FS_SOF ,    ,SDIO_D1 ,    ,    ,    ,
PortA,PA9 ,           ,TIM1_CH2         ,        ,          ,I2C3_SMBA,                     ,                   ,USART1_TX         ,         ,        ,USB_OTG_FS_VBUS,    ,SDIO_D2 ,    ,    ,    ,
PortA,PA10,           ,TIM1_CH3         ,        ,          ,         ,                     ,I2S5_SD/SPI5_MOSI  ,USART1_RX         ,         ,        ,USB_OTG_FS_ID  ,    ,        ,    ,    ,    ,
PortA,PA11,           ,TIM1_CH4         ,        ,          ,         ,                     ,SPI4_MISO          ,USART1_CTS        ,USART6_TX,        ,USB_OTG_FS_DM  ,    ,        ,    ,    ,    ,
PortA,PA12,           ,TIM1_ETR         ,        ,          ,         ,                     ,SPI5_MISO          ,USART1_RTS        ,USART6_RX,        ,USB_OTG_FS_DP  ,    ,        ,    ,    ,    ,
PortA,PA13,JTMS/SWDIO ,                 ,        ,          ,         ,                     ,                   ,                  ,         ,        ,               ,    ,        ,    ,    ,    ,
PortA,PA14,JTCK/SWCLK ,                 ,        ,          ,         ,                     ,                   ,                  ,         ,        ,               ,    ,        ,    ,    ,    ,
PortA,PA15,JTDI       ,TIM2_CH1/TIM2_ETR,        ,          ,         ,I2S1_WS/SPI1_NSS     ,I2S3_WS/SPI3_NSS   ,USART1_TX         ,         ,        ,               ,    ,        ,    ,    ,    ,
PortB,PB0 ,           ,TIM1_CH2N        ,TIM3_CH3,          ,         ,                     ,I2S5_CK/SPI5_SCK   ,                  ,         ,        ,               ,    ,        ,    ,    ,    ,ADC1_IN8
PortB,PB1 ,           ,TIM1_CH3N        ,TIM3_CH4,          ,         ,                     ,I2S5_WS/SPI5_NSS   ,                  ,         ,        ,               ,    ,        ,    ,    ,    ,ADC1_IN9
PortB,PB2 ,           ,                 ,        ,          ,         ,                     ,                   ,                  ,         ,        ,               ,    ,        ,    ,    ,    ,
PortB,PB3 ,JTDO/SWO   ,TIM2_CH2         ,        ,          ,         ,I2S1_CK/SPI1_SCK     ,I2S3_CK/SPI3_SCK   ,USART1_RX         ,         ,I2C2_SDA,               ,    ,        ,    ,    ,    ,
PortB,PB4 ,JTRST      ,                 ,TIM3_CH1,          ,         ,SPI1_MISO            ,SPI3_MISO          ,I2S3_ext_SD       ,         ,I2C3_SDA,               ,    ,SDIO_D0 ,    ,    ,    ,
PortB,PB5 ,           ,                 ,TIM3_CH2,          ,I2C1_SMBA,I2S1_SD/SPI1_MOSI    ,I2S3_SD/SPI3_MOSI  ,                  ,         ,        ,               ,    ,SDIO_D3 ,    ,    ,    ,
PortB,PB6 ,           ,                 ,TIM4_CH1,          ,I2C1_SCL ,                     ,                   ,USART1_TX         ,         ,        ,               ,    ,        ,    ,    ,    ,
PortB,PB7 ,           ,                 ,TIM4_CH2,          ,I2C1_SDA ,                     ,                   ,USART1_RX         ,         ,        ,               ,    ,SDIO_D0 ,    ,    ,    ,
PortB,PB8 ,           ,                 ,TIM4_CH3,TIM10_CH1 ,I2C1_SCL ,                     ,I2S5_SD/SPI5_MOSI  ,                  ,         ,I2C3_SDA,               ,    ,SDIO_D4 ,    ,    ,    ,
PortB,PB9 ,           ,                 ,TIM4_CH4,TIM11_CH1 ,I2C1_SDA ,I2S2_WS/SPI2_NSS     ,                   ,                  ,         ,I2C2_SDA,               ,    ,SDIO_D5 ,    ,    ,    ,
PortB,PB10,           ,TIM2_CH3         ,        ,          ,I2C2_SCL ,I2S2_CK/SPI2_SCK     ,I2S3_MCK           ,                  ,         ,        ,               ,    ,SDIO_D7 ,    ,    ,    ,
PortB,PB11,           ,TIM2_CH4         ,        ,          ,I2C2_SDA ,I2S1_CKIN            ,                   ,                  ,         ,        ,               ,    ,        ,    ,    ,    ,
PortB,PB12,           ,TIM1_BKIN        ,        ,          ,I2C2_SMBA,I2S2_WS/SPI2_NSS     ,I2S4_WS/SPI4_NSS   ,I2S3_CK/SPI3_SCK  ,         ,        ,               ,    ,        ,    ,    ,    ,
PortB,PB13,           ,TIM1_CH1N        ,        ,          ,         ,I2S2_CK/SPI2_SCK     ,I2S4_CK/SPI4_SCK   ,                  ,         ,        ,               ,    ,        ,    ,    ,    ,
PortB,PB14,           ,TIM1_CH2N        ,        ,          ,         ,SPI2_MISO            ,I2S2_ext_SD        ,                  ,         ,        ,               ,    ,SDIO_D6 ,    ,    ,    ,
PortB,PB15,RTC_REFIN  ,TIM1_CH3N        ,        ,          ,         ,I2S2_SD/SPI2_MOSI    ,                   ,                  ,         ,        ,               ,    ,SDIO_CK ,    ,    ,    ,
PortC,PC0 ,           ,                 ,        ,          ,         ,                     ,                   ,                  ,         ,        ,               ,    ,        ,    ,    ,    ,ADC1_IN10
PortC,PC1 ,           ,                 ,        ,          ,         ,                     ,                   ,                  ,         ,        ,               ,    ,        ,    ,    ,    ,ADC1_IN11
PortC,PC2 ,           ,                 ,        ,          ,         ,SPI2_MISO            ,I2S2_ext_SD        ,                  ,         ,        ,               ,    ,        ,    ,    ,    ,ADC1_IN12
PortC,PC3 ,           ,                 ,        ,          ,         ,I2S2_SD/SPI2_MOSI    ,                   ,                  ,         ,        ,               ,    ,        ,    ,    ,    ,ADC1_IN13
PortC,PC4 ,           ,                 ,        ,          ,         ,                     ,                   ,                  ,         ,        ,               ,    ,        ,    ,    ,    ,ADC1_IN14
PortC,PC5 ,           ,                 ,        ,          ,         ,                     ,                   ,                  ,         ,        ,               ,    ,        ,    ,    ,    ,ADC1_IN15
PortC,PC6 ,           ,                 ,TIM3_CH1,          ,         ,I2S2_MCK             ,                   ,                  ,USART6_TX,        ,               ,    ,SDIO_D6 ,    ,    ,    ,
PortC,PC7 ,           ,                 ,TIM3_CH2,          ,         ,I2S2_CK/SPI2_SCK     ,I2S3_MCK           ,                  ,USART6_RX,        ,               ,    ,SDIO_D7 ,    ,    ,    ,
PortC,PC8 ,           ,                 ,TIM3_CH3,          ,         ,                     ,                   ,                  ,USART6_CK,        ,               ,    ,SDIO_D0 ,    ,    ,    ,
PortC,PC9 ,RCC_MCO_2  ,                 ,TIM3_CH4,          ,I2C3_SDA ,I2S1_CKIN            ,                   ,                  ,         ,        ,               ,    ,SDIO_D1 ,    ,    ,    ,
PortC,PC10,           ,                 ,        ,          ,         ,                     ,I2S3_CK/SPI3_SCK   ,                  ,         ,        ,               ,    ,SDIO_D2 ,    ,    ,    ,
