A0,PA3
A1,PG4
A2,PC13
A3,PG5
A4,PG8
A5,PG10
A6,PG12
A7,PD10
D1,PC10
D2,PC11
D3,PA15
D4,PB7
D5,PA0
D6,PA4
D7,PB0
D8,PC2
D9,PC3
D10,PC0
D11,PD4
D12,PD3
D13,PG2
D14,PD6
D15,PG3
D16,PD7
D17,PE2
D18,PE3
D19,PE4
D20,PE5
D21,PF1
D22,PF2
D23,PF0
D24,PF8
D25,PD1
D26,PF9
D27,PD0
D28,PG1
D29,PG0
D30,PE6
D31,PG9
D32,PG15
D33,PC9
D34,PC8
D35,PB8
D36,PB9
D37,PA5
D38,PA6
D39,PB12
D40,PB6
D41,PB11
D42,PB2
D43,PB1
D44,PB10
D45,PB15
D46,PB4
D47,PB14
D48,PB5
D49,PF5
D50,PF4
D51,PE8
D52,PD13
D53,PF10
D54,PD12
D55,PE7
D56,PD11
D57,PD14
D58,PE10
D59,PD15
D60,PE12
D61,PF14
D62,PE14
D63,PE9
D64,PE15
D65,PE13
D66,PE11
D67,PF13
D68,PF3
D69,PF12
D70,PF15
D71,PG14
D72,PF11
DAC1,PA4
DAC2,PA5
LED1,PB0
LED2,PE1
LED3,PB14
SW,PC13
I2C1_SDA,PB8
I2C1_SCL,PB9
I2C2_SDA,PF0
I2C2_SCL,PF1
I2C4_SCL,PF14
I2C4_SDA,PF15
SD_D0,PC8
SD_D1,PC9
SD_D2,PC10
SD_D3,PC11
SD_CMD,PD2
SD_CK,PC12
SD_SW,PG2
OTG_FS_POWER,PD10
OTG_FS_OVER_CURRENT,PG7
USB_VBUS,PA9
USB_ID,PA10
USB_DM,PA11
USB_DP,PA12
UART2_TX,PD5
UART2_RX,PA3
UART2_RTS,PD4
UART2_CTS,PD3
UART3_TX,PD8
UART3_RX,PD9
UART4_TX,PC11
UART4_RX,PA0
UART5_TX,PC12
UART5_RX,PB12
UART6_TX,PC6
UART6_RX,PC7
UART7_TX,PF7
UART7_RX,PF6
ETH_MDC,PC1
ETH_MDIO,PA2
ETH_RMII_REF_CLK,PA1
ETH_RMII_CRS_DV,PA7
ETH_RMII_RXD0,PC4
ETH_RMII_RXD1,PC5
ETH_RMII_TX_EN,PG11
ETH_RMII_TXD0,PG13
ETH_RMII_TXD1,PB13
