# All GPIO pins available to user
GP0,GPIO0
GP1,GPIO1
GP2,GPIO2
GP3,GPIO3
GP4,GPIO4
GP5,GPIO5
GP6,GPIO6
GP7,GPIO7
GP8,GPIO8
GP9,GPIO9
GP10,GPIO10
GP11,GPIO11
GP12,GPIO12
GP13,GPIO13
GP14,GPIO14
GP15,GPIO15
GP16,GPIO16
GP17,GPIO17
GP18,GPIO18
GP19,GPIO19
GP20,GPIO20
GP21,GPIO21
GP22,GPIO22
GP26,GPIO26
GP27,GPIO27
GP28,GPIO28

# Radio GPIO pins
WL_GPIO0,EXT_GPIO0
WL_GPIO1,EXT_GPIO1
WL_GPIO2,EXT_GPIO2

# LED default names
LED,EXT_GPIO0

# XRP default pin names
MOTOR_L_IN_1,GPIO6
MOTOR_L_IN_2,GPIO7
MOTOR_R_IN_1,GPIO14
MOTOR_R_IN_2,GPIO15
MOTOR_3_IN_1,GPIO2
MOTOR_3_IN_2,GPIO3
MOTOR_4_IN_1,GPIO10
MOTOR_4_IN_2,GPIO11
MOTOR_L_ENCODER_A,GPIO4
MOTOR_L_ENCODER_B,GPIO5
MOTOR_R_ENCODER_A,GPIO12
MOTOR_R_ENCODER_B,GPIO13
MOTOR_3_ENCODER_A,GPIO0
MOTOR_3_ENCODER_B,GPIO1
MOTOR_4_ENCODER_A,GPIO8
MOTOR_4_ENCODER_B,GPIO9
SERVO_1,GPIO16
SERVO_2,GPIO17
I2C_SDA_1,GPIO18
I2C_SCL_1,GPIO19
DISTANCE_TRIGGER,GPIO20
DISTANCE_ECHO,GPIO21
LINE_L,GPIO26
LINE_R,GPIO27
BOARD_VIN_MEASURE,GPIO28
BOARD_USER_BUTTON,GPIO22
BOARD_LED,EXT_GPIO0

# XRP alternate pin names
ML_IN_1,GPIO6
ML_IN_2,GPIO7
MR_IN_1,GPIO14
MR_IN_2,GPIO15
M3_IN_1,GPIO2
M3_IN_2,GPIO3
M4_IN_1,GPIO10
M4_IN_2,GPIO11
ML_ENC_A,GPIO4
ML_ENC_B,GPIO5
MR_ENC_A,GPIO12
MR_ENC_B,GPIO13
M3_ENC_A,GPIO0
M3_ENC_B,GPIO1
M4_ENC_A,GPIO8
M4_ENC_B,GPIO9
S1,GPIO16
S2,GPIO17
SDA_1,GPIO18
SCL_1,GPIO19
RANGE_TRIGGER,GPIO20
RANGE_ECHO,GPIO21
REFLECTANCE_L,GPIO26
REFLECTANCE_R,GPIO27
BRD_VIN,GPIO28
BRD_USR_BTN,GPIO22
BRD_LED,EXT_GPIO0
