D0,GPIO44
D1,GPIO43
D2,GPIO5
D3,GPIO6
D4,GPIO7
D5,GPIO8
D6,GPIO9
D7,GPIO10
D8,GPIO17
D9,GPIO18
D10,GPIO21
D11,GPIO38
D12,GPIO47
D13,GPIO48
D17,GPIO1
D18,GPIO2
D19,GPIO3
D20,GPIO4
D21,GPIO11
D22,GPIO12
D23,GPIO13
D24,GPIO14
LEDR,GPIO46
LEDG,GPIO0
LEDB,GPIO45
LED_RED,GPIO46
LED_GREEN,GPIO0
LED_BLUE,GPIO45
A0,GPIO1
A1,GPIO2
A2,GPIO3
A3,GPIO4
A4,GPIO11
A5,GPIO12
A6,GPIO13
A7,GPIO14
LED_BUILTIN,GPIO48
TX,GPIO43
RX,GPIO44
RTS,GPIO45
CTS,GPIO6
DTR,GPIO1
DSR,GPIO7
SS,GPIO21
MOSI,GPIO38
MISO,GPIO47
SCK,GPIO48
SDA,GPIO11
SCL,GPIO12
