A0,PA0
A1,PA1
A2,PA4
A3,PB1
A4,PB11
A5,PB12
D0,PC5
D1,PC4
D10,PB0
D11,PA7
D12,PA6
D13,PA5
D14,PB9
D15,PB8
D2,PA10
D3,PB3
D4,PB5
D5,PB4
D6,PB14
D7,PA8
D8,PA9
D9,PC7
PA0,PA0
PA1,PA1
PA10,PA10
PA11,PA11
PA12,PA12
#PA13,TMS
PA15,PA15
PA2,PA2
PA3,PA3
PA4,PA4
PA5,PA5
PA6,PA6
PA7,PA7
PA8,PA8
PA9,PA9
PB0,PB0
PB1,PB1
PB10,PB10
PB11,PB11
PB12,PB12
PB13,PB13
PB14,PB14
PB15,PB15
PB2,PB2
PB3,PB3
PB4,PB4
PB5,PB5
PB6,PB6
PB7,PB7
PB8,PB8
PB9,PB9
PC0,PC0
PC1,PC1
PC10,PC10
PC11,PC11
PC12,PC12
PC13,PC13
PC2,PC2
PC3,PC3
PC4,PC4
PC5,PC5
PC6,PC6
PC7,PC7
PC8,PC8
PC9,PC9
PD0,PD0
PD1,PD1
PD2,PD2
PD3,PD3
PD4,PD4
PD5,PD5
PD6,PD6
PD8,PD8
PD9,PD9
PD13,PD13
LED_GREEN,PD13
SW,PC13
