GP1,GPIO1
GP2,GPIO2
GP3,GPIO3
GP4,GPIO4
GP5,GPIO5
GP13,GPIO13
GP14,GPIO14
GP16,GPIO16
GP17,GPIO17
GP18,GPIO18
GP19,GPIO19
GP21,GPIO21
GP22,GPIO22
GP23,GPIO23
GP25,GPIO25
GP26,GPIO26
GP27,GPIO27
GP32,GPIO32
GP33,GPIO33
GP34,GPIO34
GP35,GPIO35
GP36,GPIO36
GP39,GPIO39
TX,GPIO1
RX,GPIO3
ALERT,GPIO4
TCK,GPIO13
TMS,GPIO14
CS,GPIO5
PICO,GPIO23
POCI,GPIO19
SCK,GPIO18
SDA,GPIO21
SCL,GPIO22
A0,GPIO36
A3,GPIO39
A4,GPIO32
A5,GPIO33
A6,GPIO34
A7,GPIO35
LED,GPIO18
LED_BLUE,GPIO18
BLUE_LED,GPIO18
RGB_LED,GPIO2
NEOPIXEL,GPIO2
