PA15,PA15
PA14,PA14
PA13,PA13
PA12,PA12
PA11,PA11
PA10,PA10
PA9,PA9
PA8,PA8
PA7,PA7
PA6,PA6
PA5,PA5
PA4,PA4
PA3,PA3
PA2,PA2
PA1,PA1
PA0,PA0
PB0,PB0
PB1,PB1
PB2,PB2
PB3,PB3
PB4,PB4
PB5,PB5
QSPI_BK1_NCS,PB6
PB7,PB7
PB8,PB8
PB9,PB9
PB10,PB10
PB11,PB11
PB12,PB12
PB13,PB13
PB14,PB14
PB15,PB15
PC15,PC15
PC14,PC14
PC13,PC13
PC12,PC12
PC11,PC11
PC10,PC10
PC9,PC9
PC8,PC8
PC7,PC7
PC6,PC6
PC5,PC5
PC4,PC4
PC3,PC3
PC2,PC2
PC1,PC1
PC0,PC0
PD0,PD0
PD1,PD1
PD2,PD2
PD3,PD3
PD4,PD4
PD5,PD5
PD6,PD6
PD7,PD7
PD8,PD8
PD9,PD9
PD10,PD10
PD11,PD11
PD12,PD12
PD13,PD13
PD14,PD14
PD15,PD15
PE0,PE0
PE1,PE1
PE2,PE2
PE3,PE3
PE4,PE4
PE5,PE5
PE6,PE6
PE7,PE7
PE8,PE8
PE9,PE9
PE10,PE10
PE11,PE11
PE12,PE12
PE13,PE13
PE14,PE14
PE15,PE15
PF0,PF0
PF1,PF1
PF2,PF2
PF3,PF3
PF4,PF4
PF5,PF5
QSPI_BK1_IO3,PF6
QSPI_BK1_IO2,PF7
QSPI_BK1_IO0,PF8
QSPI_BK1_IO1,PF9
QSPI_CLK,PF10
PF11,PF11
PF12,PF12
PF13,PF13
PF14,PF14
PF15,PF15
PG0,PG0
PG1,PG1
SD_SW,PG2
PG3,PG3
PG4,PG4
PG5,PG5
PG6,PG6
PG7,PG7
PG8,PG8
PG9,PG9
PG10,PG10
PG11,PG11
PG12,PG12
PG13,PG13
PG14,PG14
PG15,PG15
PH0,PH0
PH1,PH1
PH2,PH2
PH3,PH3
PH4,PH4
PH5,PH5
PH6,PH6
LCD_RST,PH7
PH8,PH8
PH9,PH9
PH10,PH10
PH11,PH11
PH12,PH12
PH13,PH13
PH14,PH14
PH15,PH15
FMC_D24,PI0
FMC_D25,PI1
FMC_D26,PI2
FMC_D27,PI3
FMC_NBL2,PI4
FMC_NBL3,PI5
FMC_D28,PI6
FMC_D29,PI7
PI8,PI8
FMC_D30,PI9
FMC_D31,PI10
DSI_TE,PJ2
LCD_INT,PJ5
PJ6,PJ6
PJ7,PJ7
PJ8,PJ8
PJ9,PJ9
PJ10,PJ10
PJ11,PJ11
LED4,PK3
